,1 Acropora sp,10B Pocillopora damicornis,11B Pocillopora damicornis,12B Pocillopora damicornis,16 Acropora sp,17 Montipora sp,20 Montipora sp,21 Acropora sp,22 Acropora sp,25A Porites sp,27 Acropora sp,2B Pocillopora damicornis,30B Montipora sp,31B Porites sp,32B Porites sp,33B Montipora sp,34B Montipora sp,35B Montipora sp,36B Montipora sp,3B Pocillopora sp,42B Montipora sp,42C Montipora sp,43B Pocillopora damicornis,45 Porites sp,46B Porites sp,48B Acropora sp,5 Acropora sp,50B Acropora sp,6B Pocillopora damicornis,'7B Porites sp.',8B Montipora sp,9B Montipora sp
Zotu2210,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,3.968253968,0,0,0,0,0
Zotu2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.55555556,0,0,0,0,0
Zotu4680,0,0,0,0,8.695652174,0,0,0,0,0,13.69863014,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7314,0,0,0,0,8.695652174,0,0,0,0,0,0,0,9.523809524,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2669,0,0,0,11.11111111,0,0,0,10.1010101,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,3.968253968,0,0,0,0,5.714285714
Zotu2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0
Zotu2623,0,0,9.523809524,0,17.39130435,6.211180124,76.27118644,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9141,0,0,0,0,17.39130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu2702,0,62.5,28.57142857,0,8.695652174,6.211180124,93.22033898,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6523,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu939,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0
Zotu4539,0,0,0,0,0,6.211180124,0,10.1010101,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1932,0,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,54.05405405,0,0,0,0,24.59016393,0,0
Zotu2403,0,0,0,0,17.39130435,0,8.474576271,0,8.333333333,0,13.69863014,14.49275362,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3376,0,0,0,0,0,0,25.42372881,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,8.097165992,0,0,0,0,0,0
Zotu2402,17.85714286,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,3.968253968,0,0,0,0,11.42857143
Zotu6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,8.097165992,0,0,0,0,0,0
Zotu992,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,64.93506494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9232,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2427,0,0,0,0,0,6.211180124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42857143
Zotu2376,0,0,0,0,0,0,8.474576271,0,8.333333333,0,0,28.98550725,0,0,0,62.5,0,0,0,0,0,0,5.747126437,0,0,16.19433198,0,0,0,0,0,0
Zotu1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.3522267,0,0,0,0,0,0
Zotu3177,0,0,0,0,0,0,0,0,0,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,120,0,0,0,0
Zotu7579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu1556,0,31.25,0,0,0,12.42236025,0,0,8.333333333,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,8.097165992,0,10,0,65.57377049,0,0
Zotu3807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.375,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1855,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,3.968253968,0,0,0,0,5.714285714
Zotu770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.2528736,0,0,0,0,0,0,0,0,0
Zotu3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,5.714285714
Zotu6434,53.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4563,0,0,0,0,8.695652174,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9025,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.14574899,0,10,0,0,0,0
Zotu706,17.85714286,0,0,44.44444444,0,0,0,0,0,0,0,0,9.523809524,0,0,0,13.15789474,0,0,7.8125,26.31578947,0,22.98850575,0,0,0,35.71428571,20,0,0,0,28.57142857
Zotu734,0,0,0,33.33333333,0,0,0,30.3030303,0,14.92537313,0,0,0,0,0,0,13.15789474,25.97402597,0,15.625,52.63157895,0,17.24137931,0,0,0,27.77777778,0,0,0,0,11.42857143
Zotu7569,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2098,0,0,0,22.22222222,0,0,0,20.2020202,0,0,0,0,0,0,0,0,0,12.98701299,0,7.8125,0,0,0,0,0,0,19.84126984,10,0,0,0,5.714285714
Zotu2241,0,0,0,0,0,0,0,0,0,0,0,434.7826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1914,0,0,0,0,0,0,0,0,258.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1303,0,0,0,0,0,12.42236025,0,0,0,0,0,0,0,0,0,0,13.15789474,0,0,0,0,0,0,0,0,8.097165992,3.968253968,0,0,8.196721311,0,0
Zotu2655,17.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,7.936507937,0,0,0,0,11.42857143
Zotu6992,0,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1043,0,0,0,0,0,0,0,353.5353535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu848,0,0,0,11.11111111,0,6.211180124,0,10.1010101,8.333333333,7.462686567,0,0,9.523809524,0,0,0,0,0,0,0,26.31578947,0,11.49425287,0,0,0,35.71428571,0,0,0,0,28.57142857
Zotu5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu4548,0,0,0,0,8.695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42857143
Zotu2062,17.85714286,0,0,0,0,24.8447205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.49425287,0,0,0,3.968253968,0,0,0,0,0
Zotu6961,17.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu2563,0,62.5,38.0952381,0,0,12.42236025,42.37288136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.9068826,0,0,0,0,0,0
Zotu1619,0,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.739336493,0,0,0,0,0,0,0,0
Zotu2003,17.85714286,0,0,11.11111111,0,0,0,0,0,0,0,0,9.523809524,0,0,0,0,0,0,0,0,0,11.49425287,0,0,0,7.936507937,0,0,0,0,0
Zotu1355,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu5345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,24.29149798,0,0,0,0,0,0
Zotu892,0,0,0,11.11111111,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6206,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu8981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9047619,0,0,0,0,0
Zotu8903,0,0,0,0,0,0,0,0,0,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,30,0,0,0,0
Zotu779,0,0,0,66.66666667,0,0,0,30.3030303,0,0,0,0,9.523809524,0,0,0,0,12.98701299,0,15.625,0,0,34.48275862,0,0,0,35.71428571,0,0,0,0,34.28571429
Zotu7143,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,7.936507937,0,0,0,0,0
Zotu7947,0,0,28.57142857,0,8.695652174,6.211180124,42.37288136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu6253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.739336493,0,0,0,0,0,0,0,0
Zotu3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.06882591,0,0,0,0,0,0
Zotu4594,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.43601896,0,0,0,0,0,0,0,0
Zotu3422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2683,17.85714286,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu5854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0
Zotu2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4618,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61904762,0,0,0,0,0,0,0,0,0,0,0,8.097165992,0,0,0,0,0,0
Zotu1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.97402597,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0
Zotu3963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21800948,0,0,0,0,0,0,0,0
Zotu4186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.39336493,0,0,0,0,0,0,0,5.714285714
Zotu2763,0,31.25,0,0,0,0,33.89830508,20.2020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu7010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1771,0,0,0,0,0,6.211180124,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9047619,0,0,0,0,0
Zotu1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0
Zotu966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.31578947,0,0,0,0,0,0,0,0,0,0,0
Zotu3817,0,0,0,0,8.695652174,0,8.474576271,0,8.333333333,0,0,0,0,0,0,0,13.15789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42857143
Zotu1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu3827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21800948,0,0,0,0,0,0,0,0
Zotu1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.9206349,0,0,0,0,0
Zotu4093,0,0,0,0,0,0,0,0,0,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0
Zotu8591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu1668,0,93.75,9.523809524,0,0,12.42236025,59.3220339,0,0,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39344262,0,0
Zotu6163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15789474,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu7583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,5.714285714
Zotu1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu3992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu3523,0,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,0,0,13.15789474,0,41.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6771,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,11.42857143
Zotu7494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2571,0,0,0,0,0,6.211180124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,3.968253968,0,0,0,0,0
Zotu4790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7142,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu5593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.739336493,0,0,0,0,0,0,0,0
Zotu2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu7279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2083,0,0,0,0,17.39130435,0,0,0,0,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu1889,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8537,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.097165992,0,10,0,0,0,0
Zotu2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu9393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu3464,0,0,0,0,0,6.211180124,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,3.968253968,0,0,0,0,0
Zotu3192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15789474,0,0,0,0,0,11.49425287,0,0,0,3.968253968,0,0,0,0,0
Zotu7404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.048582996,0,0,0,0,0,0
Zotu3363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0
Zotu5054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.1875,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1278,0,0,0,0,0,80.74534161,211.8644068,0,0,0,0,14.49275362,0,0,0,0,0,0,0,0,0,0,0,0,0,4.048582996,0,0,0,0,0,0
Zotu1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.2857143,62.85714286
Zotu7675,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu5081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.478672986,0,0,0,0,0,0,0,0
Zotu1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2360,0,0,0,0,0,0,0,303.030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.97165992,0,0,0,0,0,0
Zotu8118,0,0,0,0,0,0,0,0,0,7.462686567,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1847,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,7.8125,0,0,5.747126437,0,0,0,3.968253968,10,0,0,0,11.42857143
Zotu3977,0,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4375,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8295,0,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2038,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,3.968253968,0,0,0,0,0
Zotu1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.0634921,0,0,0,0,0
Zotu404,0,0,0,0,0,0,0,0,0,0,0,0,0,11857.14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1336,17.85714286,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3270,0,0,0,0,0,0,8.474576271,0,25,0,27.39726027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu3726,0,0,0,0,0,0,25.42372881,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.048582996,0,10,0,0,0,0
Zotu4571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.097165992,0,0,0,0,0,0
Zotu1758,0,0,0,0,0,6.211180124,0,0,0,0,0,0,0,0,0,0,13.15789474,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0
Zotu4130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.478672986,0,0,0,0,0,0,0,0
Zotu5746,0,0,0,0,0,0,0,0,8.333333333,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3372,0,0,0,0,0,0,0,0,0,7.462686567,0,0,19.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,60,0,0,0,0
Zotu7945,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7605,0,0,0,0,0,0,0,0,0,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,10,0,0,0,0
Zotu1832,0,0,0,0,0,6.211180124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9047619,0,0,16.39344262,0,11.42857143
Zotu1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0
Zotu1839,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0
Zotu7447,0,0,0,0,8.695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4413,0,0,0,0,0,0,0,0,0,0,13.69863014,0,9.523809524,0,0,0,13.15789474,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
