	Kingdom	Phylum	Class	Order	Family	Genus	Species	OTU_ID	Isolate	Isolate_percent_id
Zotu722	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu722	JL73	90.594
Zotu288	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu288	Mortierella_alpina|KOD1047|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alpina	90.547
Zotu593	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu593	JL73	90.547
Zotu698	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu698	JL73	90.547
Zotu186	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu186	JL73	90.5
Zotu376	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu376	JL73	90.099
Zotu872	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu872	JL73	90.099
Zotu328	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu328	JL73	90
Zotu585	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu585	JL73	90
Zotu792	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium adametzioides	Zotu792	Mortierella_alpina|KOD1047|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alpina	89.756
Zotu1220	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu1220	Mortierella_alpina|KOD1047|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alpina	89.655
Zotu576	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium adametzioides	Zotu576	Mortierella_alpina|KOD1047|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alpina	89.655
Zotu1353	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu1353	JL73	89.604
Zotu1064	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu1064	JL73	89.5
Zotu2158	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu2158	JL73	89.163
Zotu2771	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu2771	JL73	89.109
Zotu2070	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium adametzioides	Zotu2070	Mortierella_alpina|KOD1047|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alpina	88.78
Zotu1179	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu1179	JL73	88.67
Zotu1501	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium adametzioides	Zotu1501	Mortierella_alpina|KOD1047|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alpina	88.67
Zotu797	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu797	JL73	88.614
Zotu2490	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu2490	JL73	88.614
Zotu3168	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu3168	Mortierella_alpina|KOD1047|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alpina	88.293
Zotu1213	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu1213	Mortierella_alpina|KOD1047|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alpina	88.177
Zotu1634	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu1634	JL73	88.177
Zotu1043	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu1043	JL73	88.119
Zotu3279	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu3279	JL73	87.805
Zotu1042	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu1042	Mortierella_alpina|KOD1047|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alpina	87.685
Zotu4438	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu4438	JL73	87.685
Zotu648	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu648	Mortierella_alpina|KOD1047|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alpina	87.562
Zotu6071	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu6071	JU-04	87.5
Zotu2080	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu2080	JU-04	87.379
Zotu1488	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu1488	Mortierella_alpina|KOD1047|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alpina	87.192
Zotu4553	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu4553	JU-04	87.192
Zotu989	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Zotu989	Mortierella_alpina|KOD1047|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alpina	87.065
Zotu4045	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu4045	JU-04	87.019
Zotu1297	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu1297	JU-04	86.893
Zotu4093	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu4093	JU-04	86.893
Zotu3796	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu3796	JU-04	86.473
Zotu1372	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu1372	JU-04	86.473
Zotu4492	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu4492	JU-04	86.341
Zotu825	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu825	JU-04	86.275
Zotu2123	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu2123	JU-04	85.99
Zotu13	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu13	JU-04	85.795
Zotu2	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu2	JU-04	85.795
Zotu346	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu346	JU-04	85.714
Zotu1718	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu1718	JU-04	85.577
Zotu408	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu408	JU-04	85.311
Zotu220	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu220	JU-04	85.238
Zotu413	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu413	JU-04	85.096
Zotu302	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu302	JU-04	84.615
Zotu796	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium adametzioides	Zotu796	JU-04	79.907
Zotu892	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium adametzioides	Zotu892	JU-04	79.717
Zotu6555	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu6555	JU-08	79.126
Zotu3504	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium adametzioides	Zotu3504	JU-04	78.972
Zotu2625	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium adametzioides	Zotu2625	JU-04	78.774
Zotu1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu1	NA	0
Zotu23	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu23	NA	0
Zotu58	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu58	NA	0
Zotu39	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu39	NA	0
Zotu2915	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu2915	NA	0
Zotu19	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu19	NA	0
Zotu132	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu132	NA	0
Zotu72	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu72	NA	0
Zotu33	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu33	NA	0
Zotu103	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu103	NA	0
Zotu424	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu424	NA	0
Zotu559	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	NA	NA	Zotu559	NA	0
Zotu3231	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu3231	NA	0
Zotu333	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Xeromyces	NA	Zotu333	NA	0
Zotu1410	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu1410	NA	0
Zotu433	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Xeromyces	NA	Zotu433	NA	0
Zotu2102	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu2102	NA	0
Zotu510	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu510	NA	0
Zotu139	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu139	NA	0
Zotu282	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu282	NA	0
Zotu327	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	NA	NA	Zotu327	NA	0
Zotu3426	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu3426	NA	0
Zotu1053	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu1053	NA	0
Zotu1190	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA	Zotu1190	NA	0
Zotu1362	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu1362	NA	0
Zotu1791	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu1791	NA	0
Zotu818	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu818	NA	0
Zotu2694	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu2694	NA	0
Zotu1310	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu1310	NA	0
Zotu1494	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu1494	NA	0
Zotu817	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA	Zotu817	NA	0
Zotu5499	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu5499	NA	0
Zotu3542	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu3542	NA	0
Zotu3758	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA	Zotu3758	NA	0
Zotu2643	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu2643	NA	0
Zotu2395	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu2395	NA	0
Zotu9374	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu9374	NA	0
Zotu3886	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu3886	NA	0
Zotu3375	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu3375	NA	0
Zotu4061	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu4061	NA	0
Zotu5686	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu5686	NA	0
Zotu1890	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium adametzioides	Zotu1890	NA	0
Zotu1556	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu1556	NA	0
Zotu6434	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu6434	NA	0
Zotu3454	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA	Zotu3454	NA	0
Zotu3464	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu3464	NA	0
Zotu5746	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu5746	NA	0
Zotu7444	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu7444	NA	0
Zotu2808	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu2808	NA	0
Zotu6801	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu6801	NA	0
Zotu2670	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu2670	NA	0
Zotu2932	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	Zotu2932	NA	0
Zotu6989	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium adametzioides	Zotu6989	NA	0
Zotu6590	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu6590	NA	0
Zotu3261	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu3261	NA	0
Zotu2264	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu2264	NA	0
Zotu8740	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu8740	NA	0
Zotu9195	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Zotu9195	NA	0
Zotu633	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA	Zotu633	NA	0
Zotu1479	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA	Zotu1479	NA	0
Zotu7676	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA	Zotu7676	NA	0
Zotu2197	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	NA	NA	Zotu2197	NA	0
Zotu2969	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA	Zotu2969	NA	0
Zotu932	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA	Zotu932	NA	0
Zotu1068	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA	Zotu1068	NA	0
Zotu1112	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA	Zotu1112	NA	0
Zotu7186	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA	Zotu7186	NA	0
Zotu2860	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA	Zotu2860	NA	0
Zotu3955	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA	Zotu3955	NA	0
Zotu8975	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	NA	NA	Zotu8975	NA	0
Zotu7154	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA	Zotu7154	NA	0
Zotu8063	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA	Zotu8063	NA	0
Zotu735	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu735	NA	0
Zotu3116	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu3116	NA	0
Zotu1521	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu1521	NA	0
Zotu261	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	NA	Zotu261	NA	0
Zotu835	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	NA	Zotu835	NA	0
Zotu150	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	NA	Zotu150	NA	0
Zotu4710	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu4710	NA	0
Zotu2052	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu2052	NA	0
Zotu271	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	NA	Zotu271	NA	0
Zotu758	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	NA	Zotu758	NA	0
Zotu292	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	NA	Zotu292	NA	0
Zotu2239	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu2239	NA	0
Zotu6132	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu6132	NA	0
Zotu380	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Leotia	NA	Zotu380	NA	0
Zotu1794	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu1794	NA	0
Zotu3433	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu3433	NA	0
Zotu8726	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu8726	NA	0
Zotu6741	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu6741	NA	0
Zotu6486	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu6486	NA	0
Zotu2261	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu2261	NA	0
Zotu6553	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu6553	NA	0
Zotu1629	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu1629	NA	0
Zotu5128	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu5128	NA	0
Zotu2757	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu2757	NA	0
Zotu3427	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu3427	NA	0
Zotu2437	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu2437	NA	0
Zotu4951	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu4951	NA	0
Zotu1932	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu1932	NA	0
Zotu5370	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu5370	NA	0
Zotu3807	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	Zotu3807	NA	0
Zotu8198	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu8198	NA	0
Zotu7474	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu7474	NA	0
Zotu7010	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu7010	NA	0
Zotu3992	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu3992	NA	0
Zotu5054	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	Zotu5054	NA	0
Zotu4216	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu4216	NA	0
Zotu4017	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	Zotu4017	NA	0
Zotu7794	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu7794	NA	0
Zotu8620	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu8620	NA	0
Zotu5188	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu5188	NA	0
Zotu2521	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	Zotu2521	NA	0
Zotu1962	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu1962	NA	0
Zotu8930	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu8930	NA	0
Zotu9402	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu9402	NA	0
Zotu8660	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu8660	NA	0
Zotu8448	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu8448	NA	0
Zotu6575	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu6575	NA	0
Zotu8125	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	Zotu8125	NA	0
Zotu4297	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu4297	NA	0
Zotu7667	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu7667	NA	0
Zotu3400	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu3400	NA	0
Zotu4532	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	Zotu4532	NA	0
Zotu4396	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu4396	NA	0
Zotu4420	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu4420	NA	0
Zotu2238	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu2238	NA	0
Zotu7909	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu7909	NA	0
Zotu4128	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu4128	NA	0
Zotu3445	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu3445	NA	0
Zotu2141	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu2141	NA	0
Zotu3226	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	NA	NA	Zotu3226	NA	0
Zotu6327	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu6327	NA	0
Zotu4641	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu4641	NA	0
Zotu8679	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu8679	NA	0
Zotu3947	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu3947	NA	0
Zotu3056	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu3056	NA	0
Zotu4403	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	Zotu4403	NA	0
Zotu9377	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu9377	NA	0
Zotu1828	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu1828	NA	0
Zotu6733	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu6733	NA	0
Zotu7911	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA	Zotu7911	NA	0
